projectname,project_match_score,project_match_reason,sco,excel_row_number,versionnumber,with_party,started_on,ended_on,total_calendar_days,total_business_days,source_start_event,source_end_event,needs_lori_to_confirm,reasoning_because_this_was_complex,raw_status_text
SDN Release 4,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-577 Amd SCO-515 SDN Rel4 Impl,13,V1,ADSL,2023-11-07,2023-11-09,3,3,Nov 7/23 - with Michelle C.,Nov 9/23 - V1 sent to Province,,"The send/submission date is counted with the sender, per Sam.","Nov 27/23 - Signed
Nov 24/23 - Final with Sian
Nov 24/23 - V2 back from Province
Nov 9/23 - V1 sent to Province 
Nov 8/23 - with Sian
Nov 7/23 - with Michelle C."
SDN Release 4,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-577 Amd SCO-515 SDN Rel4 Impl,13,V2,CSBC,2023-11-10,2023-11-24,15,11,Nov 9/23 - V1 sent to Province,Nov 24/23 - V2 back from Province,,Province/CSBC owned the returned version until the return/received date.,"Nov 27/23 - Signed
Nov 24/23 - Final with Sian
Nov 24/23 - V2 back from Province
Nov 9/23 - V1 sent to Province 
Nov 8/23 - with Sian
Nov 7/23 - with Michelle C."
SDN Release 4,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-577 Amd SCO-515 SDN Rel4 Impl,13,V2,SIGNINGTIME,2023-11-25,2023-11-25,1,0,Nov 24/23 - Final with Sian,Nov 24/23 - Final with Sian,Computed start 2023-11-25 after end 2023-11-24; this row needs human review.,Signing/final workflow was separated from normal ADSL/CSBC editing ownership.,"Nov 27/23 - Signed
Nov 24/23 - Final with Sian
Nov 24/23 - V2 back from Province
Nov 9/23 - V1 sent to Province 
Nov 8/23 - with Sian
Nov 7/23 - with Michelle C."
Zscaler Initiative 1 and 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-578 Zscaler Design: Initiative 1,14,V1,ADSL,2023-10-27,2023-11-30,35,25,Oct 27/23 - with Rian / Cathy,Nov 30/23 - V1 sent to Province,One or more status lines did not match the expected date format and may have been ignored. | Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Dec 1/23 - Signed
Dec 1/23 - Final version sent to Province
Dec 1/23 - Confirmed with Joshua re: Province proposed project end date, with Sian for signature
Dec 1/23 - V2.1 back from Province ok to move to final if we accept proposed end date
Nov 30/23 - V1 sent to Province
Nov 30/23 - SOW still being reviewed, request to send updated SCO over to Province from Sian/Rian
Waiting for SOW approval (there will need to be a 2nd SCO for Initiave 2)
Oct 27/23 - with Rian / Cathy"
Zscaler Initiative 1 and 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-578 Zscaler Design: Initiative 1,14,V2,CSBC,2023-12-01,2023-12-01,1,1,Nov 30/23 - V1 sent to Province,Dec 1/23 - V2.1 back from Province ok to move to final if we accept proposed end date,One or more status lines did not match the expected date format and may have been ignored. | Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version label normalized from V2.1 to V2 to avoid assigning the same version to both ADSL and CSBC.,"Province/CSBC owned the returned version until the return/received date. Version labels were normalized by ownership turn: after CSBC has a version, the next ADSL work is treated as the next version even if Lori shorthand repeats the received version label.","Dec 1/23 - Signed
Dec 1/23 - Final version sent to Province
Dec 1/23 - Confirmed with Joshua re: Province proposed project end date, with Sian for signature
Dec 1/23 - V2.1 back from Province ok to move to final if we accept proposed end date
Nov 30/23 - V1 sent to Province
Nov 30/23 - SOW still being reviewed, request to send updated SCO over to Province from Sian/Rian
Waiting for SOW approval (there will need to be a 2nd SCO for Initiave 2)
Oct 27/23 - with Rian / Cathy"
Zscaler Initiative 1 and 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-578 Zscaler Design: Initiative 1,14,V2,SIGNINGTIME,2023-12-02,2023-12-02,1,0,"Dec 1/23 - Confirmed with Joshua re: Province proposed project end date, with Sian for signature","Dec 1/23 - Confirmed with Joshua re: Province proposed project end date, with Sian for signature",One or more status lines did not match the expected date format and may have been ignored. | Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Computed start 2023-12-02 after end 2023-12-01; this row needs human review. | SIGNINGTIME version label normalized from V2.1 to V2 so signing attaches to the last real editing version.,Signing/final workflow was separated from normal ADSL/CSBC editing ownership.,"Dec 1/23 - Signed
Dec 1/23 - Final version sent to Province
Dec 1/23 - Confirmed with Joshua re: Province proposed project end date, with Sian for signature
Dec 1/23 - V2.1 back from Province ok to move to final if we accept proposed end date
Nov 30/23 - V1 sent to Province
Nov 30/23 - SOW still being reviewed, request to send updated SCO over to Province from Sian/Rian
Waiting for SOW approval (there will need to be a 2nd SCO for Initiave 2)
Oct 27/23 - with Rian / Cathy"
Zscaler Initiative 1 and 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-592 Zscaler Design - Init 2,15,V1,ADSL,2024-01-23,2024-01-23,1,1,Jan 23/24 - V1 sent to Province,Jan 23/24 - V1 sent to Province,,"The send/submission date is counted with the sender, per Sam.","Jan 26/24 - Signed
Jan 26/24 - V2 rec'd
Jan 23/24 - V1 sent to Province"
Zscaler Initiative 1 and 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-592 Zscaler Design - Init 2,15,V2,CSBC,2024-01-24,2024-01-26,3,3,Jan 23/24 - V1 sent to Province,Jan 26/24 - V2 rec'd,,Province/CSBC owned the returned version until the return/received date.,"Jan 26/24 - Signed
Jan 26/24 - V2 rec'd
Jan 23/24 - V1 sent to Province"
Zscaler Initiative 1 and 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-592 Zscaler Design - Init 2,15,V2,SIGNINGTIME,2024-01-27,2024-01-27,1,0,Jan 26/24 - Signed,Jan 26/24 - Signed,Computed start 2024-01-27 after end 2024-01-26; this row needs human review.,Signing/final workflow was separated from normal ADSL/CSBC editing ownership.,"Jan 26/24 - Signed
Jan 26/24 - V2 rec'd
Jan 23/24 - V1 sent to Province"
Patch Management Phase 3A,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-602 Amd SCO-562 Patch Mgt Ph 3A,16,V1,ADSL,2024-02-12,2024-02-12,1,1,Feb 12/24 - V1 sent to Province,Feb 12/24 - V1 sent to Province,,"The send/submission date is counted with the sender, per Sam.","Feb 23/24 - Signed
Feb 12/24 - V1 sent to Province"
Patch Management Phase 3A,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-602 Amd SCO-562 Patch Mgt Ph 3A,16,V1,SIGNINGTIME,2024-02-13,2024-02-23,11,9,Feb 12/24 - V1 sent to Province,Feb 23/24 - Signed,Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Feb 23/24 - Signed
Feb 12/24 - V1 sent to Province"
Zscaler Initiative 1 and 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-609 Amd SCO-578 Zscaler Design-Init 1,17,V1,ADSL,2024-02-21,2024-02-22,2,2,Feb 21/24 - with Erwin,Feb 22/24 - V1 sent to Province,,"The send/submission date is counted with the sender, per Sam.","Mar 8/24 - Signed
Feb 22/24 - V1 sent to Province
Feb 21/24 - with Erwin"
Zscaler Initiative 1 and 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-609 Amd SCO-578 Zscaler Design-Init 1,17,V1,SIGNINGTIME,2024-02-23,2024-03-08,15,11,Feb 22/24 - V1 sent to Province,Mar 8/24 - Signed,Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Mar 8/24 - Signed
Feb 22/24 - V1 sent to Province
Feb 21/24 - with Erwin"
Zscaler Initiative 1 and 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-610 Amd SCO-592 Zscaler Design-Init 2,18,V1,ADSL,2024-02-21,2024-02-22,2,2,Feb 21/24 - with Erwin,Feb 22/24 - V1 sent to Province,,"The send/submission date is counted with the sender, per Sam.","Mar 8/24 - Signed
Feb 22/24 - V1 sent to Province
Feb 21/24 - with Erwin"
Zscaler Initiative 1 and 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-610 Amd SCO-592 Zscaler Design-Init 2,18,V1,SIGNINGTIME,2024-02-23,2024-03-08,15,11,Feb 22/24 - V1 sent to Province,Mar 8/24 - Signed,Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Mar 8/24 - Signed
Feb 22/24 - V1 sent to Province
Feb 21/24 - with Erwin"
Microsoft Defender for Endpoint (MDE) Expansion,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-639 MS Defender Ph1,19,V1,ADSL,2024-05-15,2024-05-15,1,1,May 15/24 - V1 sent to Province,May 15/24 - V1 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels.,"The send/submission date is counted with the sender, per Sam.","May 28/24 - Signed
May 22/24 - V3 sent to Province
May 21/24 - V2.1 rec'd
May 15/24 - V1 sent to Province"
Microsoft Defender for Endpoint (MDE) Expansion,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-639 MS Defender Ph1,19,V2,CSBC,2024-05-16,2024-05-21,6,4,May 15/24 - V1 sent to Province,May 21/24 - V2.1 rec'd,Decimal/interim version numbers appear; confirm the intended version labels. | Version label normalized from V2.1 to V2 to avoid assigning the same version to both ADSL and CSBC.,"Province/CSBC owned the returned version until the return/received date. Version labels were normalized by ownership turn: after CSBC has a version, the next ADSL work is treated as the next version even if Lori shorthand repeats the received version label.","May 28/24 - Signed
May 22/24 - V3 sent to Province
May 21/24 - V2.1 rec'd
May 15/24 - V1 sent to Province"
Microsoft Defender for Endpoint (MDE) Expansion,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-639 MS Defender Ph1,19,V3,ADSL,2024-05-22,2024-05-22,1,1,May 22/24 - V3 sent to Province,May 22/24 - V3 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels.,"The send/submission date is counted with the sender, per Sam.","May 28/24 - Signed
May 22/24 - V3 sent to Province
May 21/24 - V2.1 rec'd
May 15/24 - V1 sent to Province"
Microsoft Defender for Endpoint (MDE) Expansion,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-639 MS Defender Ph1,19,V3,SIGNINGTIME,2024-05-23,2024-05-28,6,4,May 22/24 - V3 sent to Province,May 28/24 - Signed,Decimal/interim version numbers appear; confirm the intended version labels. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","May 28/24 - Signed
May 22/24 - V3 sent to Province
May 21/24 - V2.1 rec'd
May 15/24 - V1 sent to Province"
Patch Management Phase 3B,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-662 Patch Mgmt Phase 3B,20,V1,ADSL,2024-08-02,2024-08-13,12,8,Aug 2/24 - with Nicole/Cathy,Aug 13/24 - V1 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Sept 20/24 - Signed
Sept 12/24 - V4 rec'd; V5 sent to Province
Aug 29/24 - V3.1 sent to Province
Aug 28/24 - question from Province with Cathy
Aug 26/24 - V2.2 rec'd; V3 sent to Province
Aug 13/24 - V1 sent to Province
Aug 7/24 - with Tyler
Aug 2/24 - with Nicole/Cathy"
Patch Management Phase 3B,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-662 Patch Mgmt Phase 3B,20,V2,CSBC,2024-08-14,2024-08-26,13,9,Aug 13/24 - V1 sent to Province,Aug 26/24 - V2.2 rec'd,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version label normalized from V2.2 to V2 to avoid assigning the same version to both ADSL and CSBC.,"Province/CSBC owned the returned version until the return/received date. Version labels were normalized by ownership turn: after CSBC has a version, the next ADSL work is treated as the next version even if Lori shorthand repeats the received version label.","Sept 20/24 - Signed
Sept 12/24 - V4 rec'd; V5 sent to Province
Aug 29/24 - V3.1 sent to Province
Aug 28/24 - question from Province with Cathy
Aug 26/24 - V2.2 rec'd; V3 sent to Province
Aug 13/24 - V1 sent to Province
Aug 7/24 - with Tyler
Aug 2/24 - with Nicole/Cathy"
Patch Management Phase 3B,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-662 Patch Mgmt Phase 3B,20,V3,ADSL,2024-08-26,2024-08-26,1,1,Aug 26/24 - V3 sent to Province,Aug 26/24 - V3 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Sept 20/24 - Signed
Sept 12/24 - V4 rec'd; V5 sent to Province
Aug 29/24 - V3.1 sent to Province
Aug 28/24 - question from Province with Cathy
Aug 26/24 - V2.2 rec'd; V3 sent to Province
Aug 13/24 - V1 sent to Province
Aug 7/24 - with Tyler
Aug 2/24 - with Nicole/Cathy"
Patch Management Phase 3B,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-662 Patch Mgmt Phase 3B,20,V4,CSBC,2024-08-27,2024-08-28,2,2,Aug 26/24 - V3 sent to Province,Aug 28/24 - question from Province with Cathy,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,Province/CSBC context before return/signing was counted as CSBC pen time.,"Sept 20/24 - Signed
Sept 12/24 - V4 rec'd; V5 sent to Province
Aug 29/24 - V3.1 sent to Province
Aug 28/24 - question from Province with Cathy
Aug 26/24 - V2.2 rec'd; V3 sent to Province
Aug 13/24 - V1 sent to Province
Aug 7/24 - with Tyler
Aug 2/24 - with Nicole/Cathy"
Patch Management Phase 3B,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-662 Patch Mgmt Phase 3B,20,V3.1,ADSL,2024-08-29,2024-08-29,1,1,Aug 29/24 - V3.1 sent to Province,Aug 29/24 - V3.1 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Sept 20/24 - Signed
Sept 12/24 - V4 rec'd; V5 sent to Province
Aug 29/24 - V3.1 sent to Province
Aug 28/24 - question from Province with Cathy
Aug 26/24 - V2.2 rec'd; V3 sent to Province
Aug 13/24 - V1 sent to Province
Aug 7/24 - with Tyler
Aug 2/24 - with Nicole/Cathy"
Patch Management Phase 3B,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-662 Patch Mgmt Phase 3B,20,V4,CSBC,2024-08-30,2024-09-12,14,10,Aug 29/24 - V3.1 sent to Province,Sep 12/24 - V4 rec'd,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,Province/CSBC owned the returned version until the return/received date.,"Sept 20/24 - Signed
Sept 12/24 - V4 rec'd; V5 sent to Province
Aug 29/24 - V3.1 sent to Province
Aug 28/24 - question from Province with Cathy
Aug 26/24 - V2.2 rec'd; V3 sent to Province
Aug 13/24 - V1 sent to Province
Aug 7/24 - with Tyler
Aug 2/24 - with Nicole/Cathy"
Patch Management Phase 3B,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-662 Patch Mgmt Phase 3B,20,V5,ADSL,2024-09-12,2024-09-12,1,1,Sep 12/24 - V5 sent to Province,Sep 12/24 - V5 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Sept 20/24 - Signed
Sept 12/24 - V4 rec'd; V5 sent to Province
Aug 29/24 - V3.1 sent to Province
Aug 28/24 - question from Province with Cathy
Aug 26/24 - V2.2 rec'd; V3 sent to Province
Aug 13/24 - V1 sent to Province
Aug 7/24 - with Tyler
Aug 2/24 - with Nicole/Cathy"
Patch Management Phase 3B,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-662 Patch Mgmt Phase 3B,20,V5,SIGNINGTIME,2024-09-13,2024-09-20,8,6,Sep 12/24 - V5 sent to Province,Sep 20/24 - Signed,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Sept 20/24 - Signed
Sept 12/24 - V4 rec'd; V5 sent to Province
Aug 29/24 - V3.1 sent to Province
Aug 28/24 - question from Province with Cathy
Aug 26/24 - V2.2 rec'd; V3 sent to Province
Aug 13/24 - V1 sent to Province
Aug 7/24 - with Tyler
Aug 2/24 - with Nicole/Cathy"
Microsoft Azure Arc,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-673 MS Azure Arc,21,V1,ADSL,2024-09-11,2024-09-23,13,9,Sep 11/24 - SCO drafted,Sep 23/24 - V1 sent to Province,Version number was inferred as V3 from an unversioned ADSL/internal event.,"The send/submission date is counted with the sender, per Sam.","Oct 4/24 - Signed
Sept 23/24 - V1 sent to Province
Sept 19/24 - with Sian for approval
Sept 11/24 - SOW with Province; SCO drafted"
Microsoft Azure Arc,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-673 MS Azure Arc,21,V2,CSBC,2024-09-11,2024-09-11,1,1,Sep 11/24 - SOW with Province,Sep 11/24 - SCO drafted,Computed start 2024-09-11 after end 2024-09-10; this row needs human review.,,"Oct 4/24 - Signed
Sept 23/24 - V1 sent to Province
Sept 19/24 - with Sian for approval
Sept 11/24 - SOW with Province; SCO drafted"
Microsoft Azure Arc,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-673 MS Azure Arc,21,V2,SIGNINGTIME,2024-09-24,2024-10-04,11,9,Sep 23/24 - V1 sent to Province,Oct 4/24 - Signed,Version number was inferred as V3 from an unversioned ADSL/internal event. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return. | SIGNINGTIME version label normalized from V1 to V2 so signing attaches to the last real editing version.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Oct 4/24 - Signed
Sept 23/24 - V1 sent to Province
Sept 19/24 - with Sian for approval
Sept 11/24 - SOW with Province; SCO drafted"
Tenable Pilot (Addition),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-677 Tenable,22,V1,ADSL,2024-09-20,2024-09-24,5,3,Sep 20/24 - SOW approved,Sep 24/24 - V1 sent to Province,Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Oct 8/24 - Signed
Sept 24/24 - V1 sent to Province
Sept 24/24 - With Tyler, with Sian
Sept 24/24 - With Cathy/Rian
Sept 20/24 - SOW approved"
Tenable Pilot (Addition),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-677 Tenable,22,V1,SIGNINGTIME,2024-09-25,2024-10-08,14,10,Sep 24/24 - V1 sent to Province,Oct 8/24 - Signed,Version number was inferred as V1 because the source event did not name a version. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Oct 8/24 - Signed
Sept 24/24 - V1 sent to Province
Sept 24/24 - With Tyler, with Sian
Sept 24/24 - With Cathy/Rian
Sept 20/24 - SOW approved"
"CCCS Sensors
PAW Implementation Phase 1",100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-684 Security Enhancement Program,23,V1,ADSL,2024-10-18,2024-10-23,6,4,"Oct 18/24 - SCO drafted, awaiting SOW approval",Oct 23/24 - V1 sent to Province,One or more status lines did not match the expected date format and may have been ignored. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Oct 30/24 - Signed
Oct 29/24 - Final sent to Province
Oct 28/24 - Move to final, with Sian
Oct 28/24 - V3 sent back to Province
Oct 28/24 V2 back from Province
Oct 23/24 - V1 sent to Province
Oct 22/24 - With Tyler, with Sian
Oct 22/24 - With Rian/Joyce for review
Oct 21/24 - SOW approved
Oct 18/24 - SCO drafted, awaiting SOW approval"
"CCCS Sensors
PAW Implementation Phase 1",100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-684 Security Enhancement Program,23,V1,ADSL,2024-10-28,2024-10-28,1,1,Oct 28/24 - V3 sent back to Province,Oct 28/24 - V3 sent back to Province,One or more status lines did not match the expected date format and may have been ignored. | Version number was inferred as V1 because the source event did not name a version. | Version label normalized from V3 to V1 to avoid assigning the same version to both ADSL and CSBC.,"The send/submission date is counted with the sender, per Sam. Version labels were normalized by ownership turn: after CSBC has a version, the next ADSL work is treated as the next version even if Lori shorthand repeats the received version label.","Oct 30/24 - Signed
Oct 29/24 - Final sent to Province
Oct 28/24 - Move to final, with Sian
Oct 28/24 - V3 sent back to Province
Oct 28/24 V2 back from Province
Oct 23/24 - V1 sent to Province
Oct 22/24 - With Tyler, with Sian
Oct 22/24 - With Rian/Joyce for review
Oct 21/24 - SOW approved
Oct 18/24 - SCO drafted, awaiting SOW approval"
"CCCS Sensors
PAW Implementation Phase 1",100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-684 Security Enhancement Program,23,V1,SIGNINGTIME,2024-10-29,2024-10-29,1,1,Oct 28/24 - V3 sent back to Province,"Oct 28/24 - Move to final, with Sian",One or more status lines did not match the expected date format and may have been ignored. | Version number was inferred as V1 because the source event did not name a version. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return. | Computed start 2024-10-29 after end 2024-10-28; this row needs human review. | SIGNINGTIME version label normalized from V3 to V1 so signing attaches to the last real editing version.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Oct 30/24 - Signed
Oct 29/24 - Final sent to Province
Oct 28/24 - Move to final, with Sian
Oct 28/24 - V3 sent back to Province
Oct 28/24 V2 back from Province
Oct 23/24 - V1 sent to Province
Oct 22/24 - With Tyler, with Sian
Oct 22/24 - With Rian/Joyce for review
Oct 21/24 - SOW approved
Oct 18/24 - SCO drafted, awaiting SOW approval"
Tenable Pilot (Addition),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-702 Amd SCO-677 Tenable,24,V1,ADSL,2024-12-16,2024-12-16,1,1,Dec 16/24 - V1 sent to Province,Dec 16/24 - V1 sent to Province,,"The send/submission date is counted with the sender, per Sam.","Jan 29/25 - Signed
Dec 16/24 - V1 sent to Province"
Tenable Pilot (Addition),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-702 Amd SCO-677 Tenable,24,V1,SIGNINGTIME,2024-12-17,2025-01-29,44,32,Dec 16/24 - V1 sent to Province,Jan 29/25 - Signed,Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Jan 29/25 - Signed
Dec 16/24 - V1 sent to Province"
CCCS Sensors,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-704 Amd684 SEP(CCCS Sens-Ph2),25,V1,ADSL,2025-01-17,2025-01-20,4,2,Jan 17/25 - with Sian,Jan 20/25 - V1 sent to Province,Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Feb 26/25 - Signed
Jan 20/25 - V1 sent to Province
Jan 17/25 - with Sian"
CCCS Sensors,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-704 Amd684 SEP(CCCS Sens-Ph2),25,V1,SIGNINGTIME,2025-01-21,2025-02-26,37,27,Jan 20/25 - V1 sent to Province,Feb 26/25 - Signed,Version number was inferred as V1 because the source event did not name a version. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Feb 26/25 - Signed
Jan 20/25 - V1 sent to Province
Jan 17/25 - with Sian"
PAW Implementation Phase 2a,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-705 SEP PAW Impl Ph2A,26,V1,ADSL,2025-01-27,2025-01-28,2,2,Jan 27/25 - with Tyler,Jan 28/25 - V1 sent to Province,Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Feb 24/25 - Signed
Feb 13/25 - V4 rec'd; V5 sent to Province
Feb 7/25 - V3 sent to Province
Feb 6/25 - V2 rec'd; with Nicole / Erwin
Jan 28/25 - V1 sent to Province
Jan 27/25 - with Tyler"
PAW Implementation Phase 2a,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-705 SEP PAW Impl Ph2A,26,V2,CSBC,2025-01-29,2025-02-06,9,7,Jan 28/25 - V1 sent to Province,Feb 6/25 - V2 rec'd,Version number was inferred as V1 because the source event did not name a version.,Province/CSBC owned the returned version until the return/received date.,"Feb 24/25 - Signed
Feb 13/25 - V4 rec'd; V5 sent to Province
Feb 7/25 - V3 sent to Province
Feb 6/25 - V2 rec'd; with Nicole / Erwin
Jan 28/25 - V1 sent to Province
Jan 27/25 - with Tyler"
PAW Implementation Phase 2a,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-705 SEP PAW Impl Ph2A,26,V3,ADSL,2025-02-07,2025-02-07,1,1,Feb 7/25 - V3 sent to Province,Feb 7/25 - V3 sent to Province,Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Feb 24/25 - Signed
Feb 13/25 - V4 rec'd; V5 sent to Province
Feb 7/25 - V3 sent to Province
Feb 6/25 - V2 rec'd; with Nicole / Erwin
Jan 28/25 - V1 sent to Province
Jan 27/25 - with Tyler"
PAW Implementation Phase 2a,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-705 SEP PAW Impl Ph2A,26,V4,CSBC,2025-02-08,2025-02-13,6,4,Feb 7/25 - V3 sent to Province,Feb 13/25 - V4 rec'd,Version number was inferred as V1 because the source event did not name a version.,Province/CSBC owned the returned version until the return/received date.,"Feb 24/25 - Signed
Feb 13/25 - V4 rec'd; V5 sent to Province
Feb 7/25 - V3 sent to Province
Feb 6/25 - V2 rec'd; with Nicole / Erwin
Jan 28/25 - V1 sent to Province
Jan 27/25 - with Tyler"
PAW Implementation Phase 2a,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-705 SEP PAW Impl Ph2A,26,V5,ADSL,2025-02-13,2025-02-13,1,1,Feb 13/25 - V5 sent to Province,Feb 13/25 - V5 sent to Province,Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Feb 24/25 - Signed
Feb 13/25 - V4 rec'd; V5 sent to Province
Feb 7/25 - V3 sent to Province
Feb 6/25 - V2 rec'd; with Nicole / Erwin
Jan 28/25 - V1 sent to Province
Jan 27/25 - with Tyler"
