projectname,project_match_score,project_match_reason,sco,excel_row_number,versionnumber,with_party,started_on,ended_on,total_calendar_days,total_business_days,source_start_event,source_end_event,needs_lori_to_confirm,reasoning_because_this_was_complex,raw_status_text
Mainframe Processor Upgrade,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-536 MF Processor Refresh,9,V1,ADSL,2023-06-19,2023-10-04,108,78,June 19/23 - Rian working on SOW,Oct 4/23 - V1 submitted to Province,,,"Nov 16/23 - Signed
Nov 11/23 - V4.1 rec'd
Oct 30/23 - V3 sent to Province 
Oct 11/23 - V2 rec'd from Province
Oct 5/23 - V1.1 sent to Province 
Oct 4/23 - V1 submitted to Province
Oct 3/23 - With Lori C.
Sept 29/23 - with Tyler for approval
Sept 27/23 - Cathy getting updated quotes
Sept 26/23 - updates sent to Cathy for review
Sept 25/23 - V1 with Cathy / Rian for review
Sept 13/23 - SOW approved
Aug 12/23 - SOW expected back from Province shortly
Aug 2/23 - SCO number requested, asked for latest version of SOW which is still v1.3
 June 19/23 - Rian working on SOW"
Mainframe Processor Upgrade,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-536 MF Processor Refresh,9,V2,CSBC,2023-10-05,2023-10-05,1,1,Oct 4/23 - V1 submitted to Province,Oct 5/23 - V1.1 sent to Province,V1.1 was sent while prior inferred V2 CSBC interval was still open; confirm missing return sequence.,,"Nov 16/23 - Signed
Nov 11/23 - V4.1 rec'd
Oct 30/23 - V3 sent to Province 
Oct 11/23 - V2 rec'd from Province
Oct 5/23 - V1.1 sent to Province 
Oct 4/23 - V1 submitted to Province
Oct 3/23 - With Lori C.
Sept 29/23 - with Tyler for approval
Sept 27/23 - Cathy getting updated quotes
Sept 26/23 - updates sent to Cathy for review
Sept 25/23 - V1 with Cathy / Rian for review
Sept 13/23 - SOW approved
Aug 12/23 - SOW expected back from Province shortly
Aug 2/23 - SCO number requested, asked for latest version of SOW which is still v1.3
 June 19/23 - Rian working on SOW"
Mainframe Processor Upgrade,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-536 MF Processor Refresh,9,V1.1,ADSL,2023-10-05,2023-10-05,1,1,Oct 5/23 - V1.1 sent to Province,Oct 5/23 - V1.1 sent to Province,V1.1 was sent while prior inferred V2 CSBC interval was still open; confirm missing return sequence.,,"Nov 16/23 - Signed
Nov 11/23 - V4.1 rec'd
Oct 30/23 - V3 sent to Province 
Oct 11/23 - V2 rec'd from Province
Oct 5/23 - V1.1 sent to Province 
Oct 4/23 - V1 submitted to Province
Oct 3/23 - With Lori C.
Sept 29/23 - with Tyler for approval
Sept 27/23 - Cathy getting updated quotes
Sept 26/23 - updates sent to Cathy for review
Sept 25/23 - V1 with Cathy / Rian for review
Sept 13/23 - SOW approved
Aug 12/23 - SOW expected back from Province shortly
Aug 2/23 - SCO number requested, asked for latest version of SOW which is still v1.3
 June 19/23 - Rian working on SOW"
Mainframe Processor Upgrade,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-536 MF Processor Refresh,9,V2,CSBC,2023-10-06,2023-10-11,6,4,Oct 5/23 - V1.1 sent to Province,Oct 11/23 - V2 rec'd from Province,,,"Nov 16/23 - Signed
Nov 11/23 - V4.1 rec'd
Oct 30/23 - V3 sent to Province 
Oct 11/23 - V2 rec'd from Province
Oct 5/23 - V1.1 sent to Province 
Oct 4/23 - V1 submitted to Province
Oct 3/23 - With Lori C.
Sept 29/23 - with Tyler for approval
Sept 27/23 - Cathy getting updated quotes
Sept 26/23 - updates sent to Cathy for review
Sept 25/23 - V1 with Cathy / Rian for review
Sept 13/23 - SOW approved
Aug 12/23 - SOW expected back from Province shortly
Aug 2/23 - SCO number requested, asked for latest version of SOW which is still v1.3
 June 19/23 - Rian working on SOW"
Mainframe Processor Upgrade,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-536 MF Processor Refresh,9,V3,ADSL,2023-10-12,2023-10-30,19,13,Oct 11/23 - V2 rec'd from Province,Oct 30/23 - V3 sent to Province,,,"Nov 16/23 - Signed
Nov 11/23 - V4.1 rec'd
Oct 30/23 - V3 sent to Province 
Oct 11/23 - V2 rec'd from Province
Oct 5/23 - V1.1 sent to Province 
Oct 4/23 - V1 submitted to Province
Oct 3/23 - With Lori C.
Sept 29/23 - with Tyler for approval
Sept 27/23 - Cathy getting updated quotes
Sept 26/23 - updates sent to Cathy for review
Sept 25/23 - V1 with Cathy / Rian for review
Sept 13/23 - SOW approved
Aug 12/23 - SOW expected back from Province shortly
Aug 2/23 - SCO number requested, asked for latest version of SOW which is still v1.3
 June 19/23 - Rian working on SOW"
Mainframe Processor Upgrade,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-536 MF Processor Refresh,9,V4.1,CSBC,2023-10-31,2023-11-11,12,9,Oct 30/23 - V3 sent to Province,Nov 11/23 - V4.1 rec'd,"Expected Province/CSBC version V4 after prior send, but source says V4.1 returned/back/received.",,"Nov 16/23 - Signed
Nov 11/23 - V4.1 rec'd
Oct 30/23 - V3 sent to Province 
Oct 11/23 - V2 rec'd from Province
Oct 5/23 - V1.1 sent to Province 
Oct 4/23 - V1 submitted to Province
Oct 3/23 - With Lori C.
Sept 29/23 - with Tyler for approval
Sept 27/23 - Cathy getting updated quotes
Sept 26/23 - updates sent to Cathy for review
Sept 25/23 - V1 with Cathy / Rian for review
Sept 13/23 - SOW approved
Aug 12/23 - SOW expected back from Province shortly
Aug 2/23 - SCO number requested, asked for latest version of SOW which is still v1.3
 June 19/23 - Rian working on SOW"
Mainframe Processor Upgrade,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-536 MF Processor Refresh,9,V4.1,SIGNINGTIME,2023-11-16,2023-11-16,1,1,Nov 16/23 - Signed,Nov 16/23 - Signed,,,"Nov 16/23 - Signed
Nov 11/23 - V4.1 rec'd
Oct 30/23 - V3 sent to Province 
Oct 11/23 - V2 rec'd from Province
Oct 5/23 - V1.1 sent to Province 
Oct 4/23 - V1 submitted to Province
Oct 3/23 - With Lori C.
Sept 29/23 - with Tyler for approval
Sept 27/23 - Cathy getting updated quotes
Sept 26/23 - updates sent to Cathy for review
Sept 25/23 - V1 with Cathy / Rian for review
Sept 13/23 - SOW approved
Aug 12/23 - SOW expected back from Province shortly
Aug 2/23 - SCO number requested, asked for latest version of SOW which is still v1.3
 June 19/23 - Rian working on SOW"
NRS VDI Service PoC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-558 NRS VDI Service POC,10,V1,ADSL,2023-09-26,2023-10-10,15,11,Sept 26/23 - Province requested SOW and SCO together,"Oct 10/23 - V1 sent to Province, if/when V2 comes back from Province need to talk to Chris S./Rian, suggested business completion date from Rian is 2 months after requirements sign-off, not Dec 31",,Hypothetical text such as if/when a version comes back was ignored as an actual return event.,"Oct 24/23 - Signed
Oct 19/23 - with Province for signing
Oct 17/23 - SOW approved
Oct 16/23 - V5 sent to Province
Oct 13/23 - V4 rec'd from Province
Oct 12/23 - V3 sent to Province 
Oct 10/23 - V1 sent to Province, if/when V2 comes back from Province need to talk to Chris S./Rian, suggested business completion date from Rian is 2 months after requirements sign-off, not Dec 31
Oct 10/23 - With Lori C., Province requested a name change to reflect the NRS as this is for the whole sector, not an individual Ministry
Oct 6/23 - With Tyler for approval
Sept 29/23 - V1 with Rian for review
Sept 27/23 - V1 with Cathy / Rian for review
Sept 26/23 - Province requested SOW and SCO together"
NRS VDI Service PoC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-558 NRS VDI Service POC,10,V2,CSBC,2023-10-11,2023-10-12,2,2,"Oct 10/23 - V1 sent to Province, if/when V2 comes back from Province need to talk to Chris S./Rian, suggested business completion date from Rian is 2 months after requirements sign-off, not Dec 31",Oct 12/23 - V3 sent to Province,V3 was sent while prior inferred V2 CSBC interval was still open; confirm missing return sequence.,Hypothetical text such as if/when a version comes back was ignored as an actual return event.,"Oct 24/23 - Signed
Oct 19/23 - with Province for signing
Oct 17/23 - SOW approved
Oct 16/23 - V5 sent to Province
Oct 13/23 - V4 rec'd from Province
Oct 12/23 - V3 sent to Province 
Oct 10/23 - V1 sent to Province, if/when V2 comes back from Province need to talk to Chris S./Rian, suggested business completion date from Rian is 2 months after requirements sign-off, not Dec 31
Oct 10/23 - With Lori C., Province requested a name change to reflect the NRS as this is for the whole sector, not an individual Ministry
Oct 6/23 - With Tyler for approval
Sept 29/23 - V1 with Rian for review
Sept 27/23 - V1 with Cathy / Rian for review
Sept 26/23 - Province requested SOW and SCO together"
NRS VDI Service PoC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-558 NRS VDI Service POC,10,V3,ADSL,2023-10-12,2023-10-12,1,1,Oct 12/23 - V3 sent to Province,Oct 12/23 - V3 sent to Province,V3 was sent while prior inferred V2 CSBC interval was still open; confirm missing return sequence.,Hypothetical text such as if/when a version comes back was ignored as an actual return event.,"Oct 24/23 - Signed
Oct 19/23 - with Province for signing
Oct 17/23 - SOW approved
Oct 16/23 - V5 sent to Province
Oct 13/23 - V4 rec'd from Province
Oct 12/23 - V3 sent to Province 
Oct 10/23 - V1 sent to Province, if/when V2 comes back from Province need to talk to Chris S./Rian, suggested business completion date from Rian is 2 months after requirements sign-off, not Dec 31
Oct 10/23 - With Lori C., Province requested a name change to reflect the NRS as this is for the whole sector, not an individual Ministry
Oct 6/23 - With Tyler for approval
Sept 29/23 - V1 with Rian for review
Sept 27/23 - V1 with Cathy / Rian for review
Sept 26/23 - Province requested SOW and SCO together"
NRS VDI Service PoC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-558 NRS VDI Service POC,10,V4,CSBC,2023-10-13,2023-10-13,1,1,Oct 12/23 - V3 sent to Province,Oct 13/23 - V4 rec'd from Province,,Hypothetical text such as if/when a version comes back was ignored as an actual return event.,"Oct 24/23 - Signed
Oct 19/23 - with Province for signing
Oct 17/23 - SOW approved
Oct 16/23 - V5 sent to Province
Oct 13/23 - V4 rec'd from Province
Oct 12/23 - V3 sent to Province 
Oct 10/23 - V1 sent to Province, if/when V2 comes back from Province need to talk to Chris S./Rian, suggested business completion date from Rian is 2 months after requirements sign-off, not Dec 31
Oct 10/23 - With Lori C., Province requested a name change to reflect the NRS as this is for the whole sector, not an individual Ministry
Oct 6/23 - With Tyler for approval
Sept 29/23 - V1 with Rian for review
Sept 27/23 - V1 with Cathy / Rian for review
Sept 26/23 - Province requested SOW and SCO together"
NRS VDI Service PoC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-558 NRS VDI Service POC,10,V5,ADSL,2023-10-14,2023-10-16,3,1,Oct 13/23 - V4 rec'd from Province,Oct 16/23 - V5 sent to Province,,Hypothetical text such as if/when a version comes back was ignored as an actual return event.,"Oct 24/23 - Signed
Oct 19/23 - with Province for signing
Oct 17/23 - SOW approved
Oct 16/23 - V5 sent to Province
Oct 13/23 - V4 rec'd from Province
Oct 12/23 - V3 sent to Province 
Oct 10/23 - V1 sent to Province, if/when V2 comes back from Province need to talk to Chris S./Rian, suggested business completion date from Rian is 2 months after requirements sign-off, not Dec 31
Oct 10/23 - With Lori C., Province requested a name change to reflect the NRS as this is for the whole sector, not an individual Ministry
Oct 6/23 - With Tyler for approval
Sept 29/23 - V1 with Rian for review
Sept 27/23 - V1 with Cathy / Rian for review
Sept 26/23 - Province requested SOW and SCO together"
NRS VDI Service PoC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-558 NRS VDI Service POC,10,V5,SIGNINGTIME,2023-10-17,2023-10-24,8,6,Oct 16/23 - V5 sent to Province,Oct 24/23 - Signed,,"Hypothetical text such as if/when a version comes back was ignored as an actual return event. | V5 was sent out and the next meaningful event was signing/final, so no V6 CSBC editing row was created.","Oct 24/23 - Signed
Oct 19/23 - with Province for signing
Oct 17/23 - SOW approved
Oct 16/23 - V5 sent to Province
Oct 13/23 - V4 rec'd from Province
Oct 12/23 - V3 sent to Province 
Oct 10/23 - V1 sent to Province, if/when V2 comes back from Province need to talk to Chris S./Rian, suggested business completion date from Rian is 2 months after requirements sign-off, not Dec 31
Oct 10/23 - With Lori C., Province requested a name change to reflect the NRS as this is for the whole sector, not an individual Ministry
Oct 6/23 - With Tyler for approval
Sept 29/23 - V1 with Rian for review
Sept 27/23 - V1 with Cathy / Rian for review
Sept 26/23 - Province requested SOW and SCO together"
Patch Management Phase 3A,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-562 Patch Mgmt Ph 3A,11,V1,ADSL,2023-10-12,2023-10-13,2,2,Oct 12/23 - Drafing SCO,Oct 13/23 - V1 sent to Province,,,"Nov 2/23 - Signed
Oct 25/23 - V3 sent to Province
Oct 20/23 - V2.1 back from Province
Oct 13/23 - V1 sent to Province
Oct 12/23 - With Tyler
Oct 12/23 - With Rian/Cathy for review
Oct 12/23 - Drafing SCO"
Patch Management Phase 3A,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-562 Patch Mgmt Ph 3A,11,V2.1,CSBC,2023-10-14,2023-10-20,7,5,Oct 13/23 - V1 sent to Province,Oct 20/23 - V2.1 back from Province,"Expected Province/CSBC version V2 after prior send, but source says V2.1 returned/back/received.",,"Nov 2/23 - Signed
Oct 25/23 - V3 sent to Province
Oct 20/23 - V2.1 back from Province
Oct 13/23 - V1 sent to Province
Oct 12/23 - With Tyler
Oct 12/23 - With Rian/Cathy for review
Oct 12/23 - Drafing SCO"
Patch Management Phase 3A,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-562 Patch Mgmt Ph 3A,11,V3,ADSL,2023-10-21,2023-10-25,5,3,Oct 20/23 - V2.1 back from Province,Oct 25/23 - V3 sent to Province,,,"Nov 2/23 - Signed
Oct 25/23 - V3 sent to Province
Oct 20/23 - V2.1 back from Province
Oct 13/23 - V1 sent to Province
Oct 12/23 - With Tyler
Oct 12/23 - With Rian/Cathy for review
Oct 12/23 - Drafing SCO"
Patch Management Phase 3A,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-562 Patch Mgmt Ph 3A,11,V3,SIGNINGTIME,2023-10-26,2023-10-26,1,1,Oct 25/23 - V3 sent to Province,Oct 25/23 - V3 sent to Province,,"V3 was sent out and the next meaningful event was signing/final, so no V4 CSBC editing row was created.","Nov 2/23 - Signed
Oct 25/23 - V3 sent to Province
Oct 20/23 - V2.1 back from Province
Oct 13/23 - V1 sent to Province
Oct 12/23 - With Tyler
Oct 12/23 - With Rian/Cathy for review
Oct 12/23 - Drafing SCO"
NRS VDI Service PoC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-576 Amd SCO-558 NRS VDI Service POC,12,V1,ADSL,2023-11-28,2023-11-28,1,1,Nov 28/23 - V1 sent to Province,Nov 28/23 - V1 sent to Province,,,"Dec 14/23 - Signed
Dec 12/23 - V2 rec'd
Nov 28/23 - V1 sent to Province"
NRS VDI Service PoC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-576 Amd SCO-558 NRS VDI Service POC,12,V2,CSBC,2023-11-29,2023-12-12,14,10,Nov 28/23 - V1 sent to Province,Dec 12/23 - V2 rec'd,,,"Dec 14/23 - Signed
Dec 12/23 - V2 rec'd
Nov 28/23 - V1 sent to Province"
NRS VDI Service PoC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-576 Amd SCO-558 NRS VDI Service POC,12,V2,SIGNINGTIME,2023-12-14,2023-12-14,1,1,Dec 14/23 - Signed,Dec 14/23 - Signed,,,"Dec 14/23 - Signed
Dec 12/23 - V2 rec'd
Nov 28/23 - V1 sent to Province"
SDN Release 4,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-577 Amd SCO-515 SDN Rel4 Impl,13,V1,ADSL,2023-11-07,2023-11-09,3,3,Nov 7/23 - with Michelle C.,Nov 9/23 - V1 sent to Province,,,"Nov 27/23 - Signed
Nov 24/23 - Final with Sian
Nov 24/23 - V2 back from Province
Nov 9/23 - V1 sent to Province 
Nov 8/23 - with Sian
Nov 7/23 - with Michelle C."
SDN Release 4,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-577 Amd SCO-515 SDN Rel4 Impl,13,V2,CSBC,2023-11-10,2023-11-24,15,11,Nov 9/23 - V1 sent to Province,Nov 24/23 - V2 back from Province,,,"Nov 27/23 - Signed
Nov 24/23 - Final with Sian
Nov 24/23 - V2 back from Province
Nov 9/23 - V1 sent to Province 
Nov 8/23 - with Sian
Nov 7/23 - with Michelle C."
SDN Release 4,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-577 Amd SCO-515 SDN Rel4 Impl,13,V2,SIGNINGTIME,2023-11-24,2023-11-27,4,2,Nov 24/23 - Final with Sian,Nov 27/23 - Signed,,,"Nov 27/23 - Signed
Nov 24/23 - Final with Sian
Nov 24/23 - V2 back from Province
Nov 9/23 - V1 sent to Province 
Nov 8/23 - with Sian
Nov 7/23 - with Michelle C."
Zscaler Initiative 1 and 2,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-578 Zscaler Design: Initiative 1,14,V1,ADSL,2023-10-27,2023-11-30,35,25,Oct 27/23 - with Rian / Cathy,Nov 30/23 - V1 sent to Province,Some status lines had no parseable date: Waiting for SOW approval (there will need to be a 2nd SCO for Initiave 2),Undated source text was preserved in raw_status_text but not used as a date boundary.,"Dec 1/23 - Signed
Dec 1/23 - Final version sent to Province
Dec 1/23 - Confirmed with Joshua re: Province proposed project end date, with Sian for signature
Dec 1/23 - V2.1 back from Province ok to move to final if we accept proposed end date
Nov 30/23 - V1 sent to Province
Nov 30/23 - SOW still being reviewed, request to send updated SCO over to Province from Sian/Rian
Waiting for SOW approval (there will need to be a 2nd SCO for Initiave 2)
Oct 27/23 - with Rian / Cathy"
Zscaler Initiative 1 and 2,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-578 Zscaler Design: Initiative 1,14,V1,SIGNINGTIME,2023-12-01,2023-12-01,1,1,Nov 30/23 - V1 sent to Province,Dec 1/23 - Signed,Some status lines had no parseable date: Waiting for SOW approval (there will need to be a 2nd SCO for Initiave 2),"Undated source text was preserved in raw_status_text but not used as a date boundary. | Final-sent language was treated as signing/final workflow, not a new editing version. | V1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created. | Final-sent language was treated as signing/final workflow, not a new editing version.","Dec 1/23 - Signed
Dec 1/23 - Final version sent to Province
Dec 1/23 - Confirmed with Joshua re: Province proposed project end date, with Sian for signature
Dec 1/23 - V2.1 back from Province ok to move to final if we accept proposed end date
Nov 30/23 - V1 sent to Province
Nov 30/23 - SOW still being reviewed, request to send updated SCO over to Province from Sian/Rian
Waiting for SOW approval (there will need to be a 2nd SCO for Initiave 2)
Oct 27/23 - with Rian / Cathy"
Zscaler Initiative 1 and 2,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-592 Zscaler Design - Init 2,15,V1,ADSL,2024-01-23,2024-01-23,1,1,Jan 23/24 - V1 sent to Province,Jan 23/24 - V1 sent to Province,,,"Jan 26/24 - Signed
Jan 26/24 - V2 rec'd
Jan 23/24 - V1 sent to Province"
Zscaler Initiative 1 and 2,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-592 Zscaler Design - Init 2,15,V2,CSBC,2024-01-24,2024-01-26,3,3,Jan 23/24 - V1 sent to Province,Jan 26/24 - V2 rec'd,,,"Jan 26/24 - Signed
Jan 26/24 - V2 rec'd
Jan 23/24 - V1 sent to Province"
Zscaler Initiative 1 and 2,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-592 Zscaler Design - Init 2,15,V2,SIGNINGTIME,2024-01-26,2024-01-26,1,1,Jan 26/24 - Signed,Jan 26/24 - Signed,,,"Jan 26/24 - Signed
Jan 26/24 - V2 rec'd
Jan 23/24 - V1 sent to Province"
Patch Management Phase 3A,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-602 Amd SCO-562 Patch Mgt Ph 3A,16,V1,ADSL,2024-02-12,2024-02-12,1,1,Feb 12/24 - V1 sent to Province,Feb 12/24 - V1 sent to Province,,,"Feb 23/24 - Signed
Feb 12/24 - V1 sent to Province"
Patch Management Phase 3A,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-602 Amd SCO-562 Patch Mgt Ph 3A,16,V1,SIGNINGTIME,2024-02-13,2024-02-13,1,1,Feb 12/24 - V1 sent to Province,Feb 12/24 - V1 sent to Province,,"V1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created.","Feb 23/24 - Signed
Feb 12/24 - V1 sent to Province"
Zscaler Initiative 1 and 2,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-609 Amd SCO-578 Zscaler Design-Init 1,17,V1,ADSL,2024-02-21,2024-02-22,2,2,Feb 21/24 - with Erwin,Feb 22/24 - V1 sent to Province,,,"Mar 8/24 - Signed
Feb 22/24 - V1 sent to Province
Feb 21/24 - with Erwin"
Zscaler Initiative 1 and 2,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-609 Amd SCO-578 Zscaler Design-Init 1,17,V1,SIGNINGTIME,2024-02-23,2024-02-23,1,1,Feb 22/24 - V1 sent to Province,Feb 22/24 - V1 sent to Province,,"V1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created.","Mar 8/24 - Signed
Feb 22/24 - V1 sent to Province
Feb 21/24 - with Erwin"
Zscaler Initiative 1 and 2,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-610 Amd SCO-592 Zscaler Design-Init 2,18,V1,ADSL,2024-02-21,2024-02-22,2,2,Feb 21/24 - with Erwin,Feb 22/24 - V1 sent to Province,,,"Mar 8/24 - Signed
Feb 22/24 - V1 sent to Province
Feb 21/24 - with Erwin"
Zscaler Initiative 1 and 2,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-610 Amd SCO-592 Zscaler Design-Init 2,18,V1,SIGNINGTIME,2024-02-23,2024-02-23,1,1,Feb 22/24 - V1 sent to Province,Feb 22/24 - V1 sent to Province,,"V1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created.","Mar 8/24 - Signed
Feb 22/24 - V1 sent to Province
Feb 21/24 - with Erwin"
Microsoft Defender for Endpoint (MDE) Expansion,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-639 MS Defender Ph1,19,V1,ADSL,2024-05-15,2024-05-15,1,1,May 15/24 - V1 sent to Province,May 15/24 - V1 sent to Province,,,"May 28/24 - Signed
May 22/24 - V3 sent to Province
May 21/24 - V2.1 rec'd
May 15/24 - V1 sent to Province"
Microsoft Defender for Endpoint (MDE) Expansion,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-639 MS Defender Ph1,19,V2.1,CSBC,2024-05-16,2024-05-21,6,4,May 15/24 - V1 sent to Province,May 21/24 - V2.1 rec'd,"Expected Province/CSBC version V2 after prior send, but source says V2.1 returned/back/received.",,"May 28/24 - Signed
May 22/24 - V3 sent to Province
May 21/24 - V2.1 rec'd
May 15/24 - V1 sent to Province"
Microsoft Defender for Endpoint (MDE) Expansion,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-639 MS Defender Ph1,19,V3,ADSL,2024-05-22,2024-05-22,1,1,May 21/24 - V2.1 rec'd,May 22/24 - V3 sent to Province,,,"May 28/24 - Signed
May 22/24 - V3 sent to Province
May 21/24 - V2.1 rec'd
May 15/24 - V1 sent to Province"
Microsoft Defender for Endpoint (MDE) Expansion,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-639 MS Defender Ph1,19,V3,SIGNINGTIME,2024-05-23,2024-05-23,1,1,May 22/24 - V3 sent to Province,May 22/24 - V3 sent to Province,,"V3 was sent out and the next meaningful event was signing/final, so no V4 CSBC editing row was created.","May 28/24 - Signed
May 22/24 - V3 sent to Province
May 21/24 - V2.1 rec'd
May 15/24 - V1 sent to Province"
Patch Management Phase 3B,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-662 Patch Mgmt Phase 3B,20,V1,ADSL,2024-08-02,2024-08-13,12,8,Aug 2/24 - with Nicole/Cathy,Aug 13/24 - V1 sent to Province,,,"Sept 20/24 - Signed
Sept 12/24 - V4 rec'd; V5 sent to Province
Aug 29/24 - V3.1 sent to Province
Aug 28/24 - question from Province with Cathy
Aug 26/24 - V2.2 rec'd; V3 sent to Province
Aug 13/24 - V1 sent to Province
Aug 7/24 - with Tyler
Aug 2/24 - with Nicole/Cathy"
Patch Management Phase 3B,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-662 Patch Mgmt Phase 3B,20,V2.2,CSBC,2024-08-14,2024-08-26,13,9,Aug 13/24 - V1 sent to Province,Aug 26/24 - V2.2 rec'd; V3 sent to Province,"Expected Province/CSBC version V2 after prior send, but source says V2.2 returned/back/received.",,"Sept 20/24 - Signed
Sept 12/24 - V4 rec'd; V5 sent to Province
Aug 29/24 - V3.1 sent to Province
Aug 28/24 - question from Province with Cathy
Aug 26/24 - V2.2 rec'd; V3 sent to Province
Aug 13/24 - V1 sent to Province
Aug 7/24 - with Tyler
Aug 2/24 - with Nicole/Cathy"
Patch Management Phase 3B,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-662 Patch Mgmt Phase 3B,20,V3,ADSL,2024-08-26,2024-08-26,1,1,Aug 26/24 - V2.2 rec'd; V3 sent to Province,Aug 26/24 - V2.2 rec'd; V3 sent to Province,,"Same-day receive/send turnaround: V2.2 was received and V3 was sent on the same dated line, so ADSL owns V3 on that day only.","Sept 20/24 - Signed
Sept 12/24 - V4 rec'd; V5 sent to Province
Aug 29/24 - V3.1 sent to Province
Aug 28/24 - question from Province with Cathy
Aug 26/24 - V2.2 rec'd; V3 sent to Province
Aug 13/24 - V1 sent to Province
Aug 7/24 - with Tyler
Aug 2/24 - with Nicole/Cathy"
Patch Management Phase 3B,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-662 Patch Mgmt Phase 3B,20,V4,CSBC,2024-08-27,2024-08-29,3,3,Aug 26/24 - V2.2 rec'd; V3 sent to Province,Aug 29/24 - V3.1 sent to Province,V3.1 was sent while prior inferred V4 CSBC interval was still open; confirm missing return sequence.,,"Sept 20/24 - Signed
Sept 12/24 - V4 rec'd; V5 sent to Province
Aug 29/24 - V3.1 sent to Province
Aug 28/24 - question from Province with Cathy
Aug 26/24 - V2.2 rec'd; V3 sent to Province
Aug 13/24 - V1 sent to Province
Aug 7/24 - with Tyler
Aug 2/24 - with Nicole/Cathy"
Patch Management Phase 3B,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-662 Patch Mgmt Phase 3B,20,V3.1,ADSL,2024-08-29,2024-08-29,1,1,Aug 29/24 - V3.1 sent to Province,Aug 29/24 - V3.1 sent to Province,V3.1 was sent while prior inferred V4 CSBC interval was still open; confirm missing return sequence.,,"Sept 20/24 - Signed
Sept 12/24 - V4 rec'd; V5 sent to Province
Aug 29/24 - V3.1 sent to Province
Aug 28/24 - question from Province with Cathy
Aug 26/24 - V2.2 rec'd; V3 sent to Province
Aug 13/24 - V1 sent to Province
Aug 7/24 - with Tyler
Aug 2/24 - with Nicole/Cathy"
Patch Management Phase 3B,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-662 Patch Mgmt Phase 3B,20,V4,CSBC,2024-08-30,2024-09-12,14,10,Aug 29/24 - V3.1 sent to Province,Sept 12/24 - V4 rec'd; V5 sent to Province,,,"Sept 20/24 - Signed
Sept 12/24 - V4 rec'd; V5 sent to Province
Aug 29/24 - V3.1 sent to Province
Aug 28/24 - question from Province with Cathy
Aug 26/24 - V2.2 rec'd; V3 sent to Province
Aug 13/24 - V1 sent to Province
Aug 7/24 - with Tyler
Aug 2/24 - with Nicole/Cathy"
