projectname,project_match_score,project_match_reason,sco,excel_row_number,versionnumber,with_party,started_on,ended_on,total_calendar_days,total_business_days,source_start_event,source_end_event,needs_lori_to_confirm,reasoning_because_this_was_complex,raw_status_text
Next Gen Shared File Phase 5,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-463 Next Gen Shared File Phase 5,19,V2,CSBC,2022-11-25,2022-12-01,7,5,Nov 24/22 - V2 submitted to Province,Dec 2/22 - Lori C. advised this will be reverting back to BA,ADSL/internal work resumed after a Province send without an explicit returned/back/received line; v9 inferred a CSBC interval followed by the next ADSL turn.,Province held the document after the prior send until the next explicit or inferred hand-back.,"June 30/23 - Signed
June 27/23 - V5 sent to Province
June 27/23 - V4 back from Province - would like sign off prior to June 30
June 20/23 - V3 sent to Province
June 19/23 - SCO out for review internally
June 19/23 - SOW approved, SCO in draft
June 6/23 - During BN/BA meeting Brian asked to have the SCO ready to go so that once the BA is approved we can proceed right away
Apr 27/23 - SOW sent to Province
Mar 27/23 - Province approved to move forward to SOW/SCO, awaiting internal SOW creation
Dec 2/22 - Lori C. advised this will be reverting back to BA 
Nov 24/22 - V2 submitted to Province
Nov 23/22 - V2 with Sian for approval
Nov 22/22 - submitted to Province"
Next Gen Shared File Phase 5,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-463 Next Gen Shared File Phase 5,19,V5,ADSL,2022-12-02,2023-04-27,147,105,Dec 2/22 - Lori C. advised this will be reverting back to BA,Apr 27/23 - SOW sent to Province,ADSL/internal work resumed after a Province send without an explicit returned/back/received line; v9 inferred a CSBC interval followed by the next ADSL turn.,"ADSL/internal work resumed, so a new ADSL editing turn was inferred before the next send/signing event. The send/submission date is counted with the sender, per Sam.","June 30/23 - Signed
June 27/23 - V5 sent to Province
June 27/23 - V4 back from Province - would like sign off prior to June 30
June 20/23 - V3 sent to Province
June 19/23 - SCO out for review internally
June 19/23 - SOW approved, SCO in draft
June 6/23 - During BN/BA meeting Brian asked to have the SCO ready to go so that once the BA is approved we can proceed right away
Apr 27/23 - SOW sent to Province
Mar 27/23 - Province approved to move forward to SOW/SCO, awaiting internal SOW creation
Dec 2/22 - Lori C. advised this will be reverting back to BA 
Nov 24/22 - V2 submitted to Province
Nov 23/22 - V2 with Sian for approval
Nov 22/22 - submitted to Province"
Next Gen Shared File Phase 5,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-463 Next Gen Shared File Phase 5,19,V4,CSBC,2023-04-28,2023-06-05,39,27,Apr 27/23 - SOW sent to Province,June 6/23 - During BN/BA meeting Brian asked to have the SCO ready to go so that once the BA is approved we can proceed right away,ADSL/internal work resumed after a Province send without an explicit returned/back/received line; v9 inferred a CSBC interval followed by the next ADSL turn.,Province held the document after the prior send until the next explicit or inferred hand-back.,"June 30/23 - Signed
June 27/23 - V5 sent to Province
June 27/23 - V4 back from Province - would like sign off prior to June 30
June 20/23 - V3 sent to Province
June 19/23 - SCO out for review internally
June 19/23 - SOW approved, SCO in draft
June 6/23 - During BN/BA meeting Brian asked to have the SCO ready to go so that once the BA is approved we can proceed right away
Apr 27/23 - SOW sent to Province
Mar 27/23 - Province approved to move forward to SOW/SCO, awaiting internal SOW creation
Dec 2/22 - Lori C. advised this will be reverting back to BA 
Nov 24/22 - V2 submitted to Province
Nov 23/22 - V2 with Sian for approval
Nov 22/22 - submitted to Province"
Next Gen Shared File Phase 5,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-463 Next Gen Shared File Phase 5,19,V7,ADSL,2023-06-06,2023-06-20,15,11,June 6/23 - During BN/BA meeting Brian asked to have the SCO ready to go so that once the BA is approved we can proceed right away,June 20/23 - V3 sent to Province,ADSL/internal work resumed after a Province send without an explicit returned/back/received line; v9 inferred a CSBC interval followed by the next ADSL turn.,"ADSL/internal work resumed, so a new ADSL editing turn was inferred before the next send/signing event. The send/submission date is counted with the sender, per Sam.","June 30/23 - Signed
June 27/23 - V5 sent to Province
June 27/23 - V4 back from Province - would like sign off prior to June 30
June 20/23 - V3 sent to Province
June 19/23 - SCO out for review internally
June 19/23 - SOW approved, SCO in draft
June 6/23 - During BN/BA meeting Brian asked to have the SCO ready to go so that once the BA is approved we can proceed right away
Apr 27/23 - SOW sent to Province
Mar 27/23 - Province approved to move forward to SOW/SCO, awaiting internal SOW creation
Dec 2/22 - Lori C. advised this will be reverting back to BA 
Nov 24/22 - V2 submitted to Province
Nov 23/22 - V2 with Sian for approval
Nov 22/22 - submitted to Province"
Next Gen Shared File Phase 5,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-463 Next Gen Shared File Phase 5,19,V6,CSBC,2023-06-21,2023-06-27,7,5,June 20/23 - V3 sent to Province,June 27/23 - V4 back from Province - would like sign off prior to June 30,Explicit returned version 4 did not match the normalized ownership turn V6; v9 kept normalized turn labels and Lori should confirm the exact version breadcrumb.,Province held the document after the prior send until the next explicit or inferred hand-back.,"June 30/23 - Signed
June 27/23 - V5 sent to Province
June 27/23 - V4 back from Province - would like sign off prior to June 30
June 20/23 - V3 sent to Province
June 19/23 - SCO out for review internally
June 19/23 - SOW approved, SCO in draft
June 6/23 - During BN/BA meeting Brian asked to have the SCO ready to go so that once the BA is approved we can proceed right away
Apr 27/23 - SOW sent to Province
Mar 27/23 - Province approved to move forward to SOW/SCO, awaiting internal SOW creation
Dec 2/22 - Lori C. advised this will be reverting back to BA 
Nov 24/22 - V2 submitted to Province
Nov 23/22 - V2 with Sian for approval
Nov 22/22 - submitted to Province"
Next Gen Shared File Phase 5,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-463 Next Gen Shared File Phase 5,19,V9,ADSL,2023-06-27,2023-06-27,1,1,June 27/23 - V4 back from Province - would like sign off prior to June 30,June 27/23 - V5 sent to Province,,"After the returned/back event, the next ADSL turn ran until the next Province submission. The send/submission date is counted with the sender, per Sam.","June 30/23 - Signed
June 27/23 - V5 sent to Province
June 27/23 - V4 back from Province - would like sign off prior to June 30
June 20/23 - V3 sent to Province
June 19/23 - SCO out for review internally
June 19/23 - SOW approved, SCO in draft
June 6/23 - During BN/BA meeting Brian asked to have the SCO ready to go so that once the BA is approved we can proceed right away
Apr 27/23 - SOW sent to Province
Mar 27/23 - Province approved to move forward to SOW/SCO, awaiting internal SOW creation
Dec 2/22 - Lori C. advised this will be reverting back to BA 
Nov 24/22 - V2 submitted to Province
Nov 23/22 - V2 with Sian for approval
Nov 22/22 - submitted to Province"
Next Gen Shared File Phase 5,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-463 Next Gen Shared File Phase 5,19,V9,SIGNINGTIME,2023-06-28,2023-06-30,3,3,June 27/23 - V5 sent to Province,June 30/23 - Signed,,"The next meaningful event after the send was signing/final workflow, so no new CSBC editing turn was created.","June 30/23 - Signed
June 27/23 - V5 sent to Province
June 27/23 - V4 back from Province - would like sign off prior to June 30
June 20/23 - V3 sent to Province
June 19/23 - SCO out for review internally
June 19/23 - SOW approved, SCO in draft
June 6/23 - During BN/BA meeting Brian asked to have the SCO ready to go so that once the BA is approved we can proceed right away
Apr 27/23 - SOW sent to Province
Mar 27/23 - Province approved to move forward to SOW/SCO, awaiting internal SOW creation
Dec 2/22 - Lori C. advised this will be reverting back to BA 
Nov 24/22 - V2 submitted to Province
Nov 23/22 - V2 with Sian for approval
Nov 22/22 - submitted to Province"
OpenVMS Hardware Upgrade,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-466 OpenVMS Custom Servers,20,V1,ADSL,2022-11-22,2022-11-28,7,5,Nov 22/22 - with Jen and Cathy for review,Nov 28/22 - SCO submitted to Province,,"The lifecycle opened on the ADSL side until the first Province handoff was visible. The send/submission date is counted with the sender, per Sam.","Dec 5/22 - Signed
Dec 3/22 - Moved to FINAL and sent to Sian/Serge for approval
Dec 3/22 - V4 recevied back from the Province
Dec 3/22 - V3 sent to Province
Dec 2/22 - Edits made, back with Lori/Cathy
Dec 1/22 - V2 back from Province, with Cathy/Lori C. for review
Nov 28/22 - SCO submitted to Province
Nov 28/22 with Sian for approval to submit to Province
Nov 25/22 - Followed up with vendor re: hardware availability, vendor confirmed
Nov 23/22 - hold on sending OpenVMS refresh to the Province, waiting to hear from vendor
Nov 22/22 - with Jen and Cathy for review"
OpenVMS Hardware Upgrade,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-466 OpenVMS Custom Servers,20,V2,CSBC,2022-11-29,2022-12-01,3,3,Nov 28/22 - SCO submitted to Province,"Dec 1/22 - V2 back from Province, with Cathy/Lori C. for review",,Province held the document after the prior send until the next explicit or inferred hand-back.,"Dec 5/22 - Signed
Dec 3/22 - Moved to FINAL and sent to Sian/Serge for approval
Dec 3/22 - V4 recevied back from the Province
Dec 3/22 - V3 sent to Province
Dec 2/22 - Edits made, back with Lori/Cathy
Dec 1/22 - V2 back from Province, with Cathy/Lori C. for review
Nov 28/22 - SCO submitted to Province
Nov 28/22 with Sian for approval to submit to Province
Nov 25/22 - Followed up with vendor re: hardware availability, vendor confirmed
Nov 23/22 - hold on sending OpenVMS refresh to the Province, waiting to hear from vendor
Nov 22/22 - with Jen and Cathy for review"
OpenVMS Hardware Upgrade,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-466 OpenVMS Custom Servers,20,V3,ADSL,2022-12-02,2022-12-03,2,1,"Dec 2/22 - Edits made, back with Lori/Cathy",Dec 3/22 - V3 sent to Province,,"The file was back from Province and ADSL/internal work resumed before the next send. The send/submission date is counted with the sender, per Sam.","Dec 5/22 - Signed
Dec 3/22 - Moved to FINAL and sent to Sian/Serge for approval
Dec 3/22 - V4 recevied back from the Province
Dec 3/22 - V3 sent to Province
Dec 2/22 - Edits made, back with Lori/Cathy
Dec 1/22 - V2 back from Province, with Cathy/Lori C. for review
Nov 28/22 - SCO submitted to Province
Nov 28/22 with Sian for approval to submit to Province
Nov 25/22 - Followed up with vendor re: hardware availability, vendor confirmed
Nov 23/22 - hold on sending OpenVMS refresh to the Province, waiting to hear from vendor
Nov 22/22 - with Jen and Cathy for review"
OpenVMS Hardware Upgrade,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-466 OpenVMS Custom Servers,20,V3,SIGNINGTIME,2022-12-03,2022-12-05,3,1,Dec 3/22 - V3 sent to Province,Dec 5/22 - Signed,,"The next meaningful event after the send was signing/final workflow, so no new CSBC editing turn was created.","Dec 5/22 - Signed
Dec 3/22 - Moved to FINAL and sent to Sian/Serge for approval
Dec 3/22 - V4 recevied back from the Province
Dec 3/22 - V3 sent to Province
Dec 2/22 - Edits made, back with Lori/Cathy
Dec 1/22 - V2 back from Province, with Cathy/Lori C. for review
Nov 28/22 - SCO submitted to Province
Nov 28/22 with Sian for approval to submit to Province
Nov 25/22 - Followed up with vendor re: hardware availability, vendor confirmed
Nov 23/22 - hold on sending OpenVMS refresh to the Province, waiting to hear from vendor
Nov 22/22 - with Jen and Cathy for review"
RTMC Remediation Project,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-479 Amend SCO-453 RTMC PS Remed,21,V1,ADSL,2023-01-09,2023-01-10,2,2,Jan 9/23 - With Sian,Jan 10/23 - V1 Sent to Province,,"The lifecycle opened on the ADSL side until the first Province handoff was visible. The send/submission date is counted with the sender, per Sam.","Feb 9/23 - Signed
Feb 8/23 - With Province for signature
Feb 8/23 - With Sian for signature approval
Feb 7/23 - V4 sent to Province
Feb 3/23 - Province question with Sharon
Jan 31/23 - V3 sent to Province
Jan 31/23 - Followed up with Sharon
Jan 25/23 - Sent Sharon T to answer question
Jan 20/23 - Sent to Sian
Jan 20/23 - Province sent V2 back with a Q
Jan 10/23 - V1 Sent to Province
Jan 9/23 - With Sian"
RTMC Remediation Project,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-479 Amend SCO-453 RTMC PS Remed,21,V2,CSBC,2023-01-11,2023-01-19,9,7,Jan 10/23 - V1 Sent to Province,Jan 20/23 - Sent to Sian,ADSL/internal work resumed after a Province send without an explicit returned/back/received line; v9 inferred a CSBC interval followed by the next ADSL turn.,Province held the document after the prior send until the next explicit or inferred hand-back.,"Feb 9/23 - Signed
Feb 8/23 - With Province for signature
Feb 8/23 - With Sian for signature approval
Feb 7/23 - V4 sent to Province
Feb 3/23 - Province question with Sharon
Jan 31/23 - V3 sent to Province
Jan 31/23 - Followed up with Sharon
Jan 25/23 - Sent Sharon T to answer question
Jan 20/23 - Sent to Sian
Jan 20/23 - Province sent V2 back with a Q
Jan 10/23 - V1 Sent to Province
Jan 9/23 - With Sian"
RTMC Remediation Project,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-479 Amend SCO-453 RTMC PS Remed,21,V3,ADSL,2023-01-20,2023-01-31,12,8,Jan 20/23 - Sent to Sian,Jan 31/23 - V3 sent to Province,ADSL/internal work resumed after a Province send without an explicit returned/back/received line; v9 inferred a CSBC interval followed by the next ADSL turn.,"ADSL/internal work resumed, so a new ADSL editing turn was inferred before the next send/signing event. The send/submission date is counted with the sender, per Sam.","Feb 9/23 - Signed
Feb 8/23 - With Province for signature
Feb 8/23 - With Sian for signature approval
Feb 7/23 - V4 sent to Province
Feb 3/23 - Province question with Sharon
Jan 31/23 - V3 sent to Province
Jan 31/23 - Followed up with Sharon
Jan 25/23 - Sent Sharon T to answer question
Jan 20/23 - Sent to Sian
Jan 20/23 - Province sent V2 back with a Q
Jan 10/23 - V1 Sent to Province
Jan 9/23 - With Sian"
RTMC Remediation Project,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-479 Amend SCO-453 RTMC PS Remed,21,V4,CSBC,2023-02-01,2023-02-02,2,2,Jan 31/23 - V3 sent to Province,Feb 3/23 - Province question with Sharon,ADSL/internal work resumed after a Province send without an explicit returned/back/received line; v9 inferred a CSBC interval followed by the next ADSL turn.,Province held the document after the prior send until the next explicit or inferred hand-back.,"Feb 9/23 - Signed
Feb 8/23 - With Province for signature
Feb 8/23 - With Sian for signature approval
Feb 7/23 - V4 sent to Province
Feb 3/23 - Province question with Sharon
Jan 31/23 - V3 sent to Province
Jan 31/23 - Followed up with Sharon
Jan 25/23 - Sent Sharon T to answer question
Jan 20/23 - Sent to Sian
Jan 20/23 - Province sent V2 back with a Q
Jan 10/23 - V1 Sent to Province
Jan 9/23 - With Sian"
RTMC Remediation Project,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-479 Amend SCO-453 RTMC PS Remed,21,V5,ADSL,2023-02-03,2023-02-07,5,3,Feb 3/23 - Province question with Sharon,Feb 7/23 - V4 sent to Province,ADSL/internal work resumed after a Province send without an explicit returned/back/received line; v9 inferred a CSBC interval followed by the next ADSL turn.,"ADSL/internal work resumed, so a new ADSL editing turn was inferred before the next send/signing event. The send/submission date is counted with the sender, per Sam.","Feb 9/23 - Signed
Feb 8/23 - With Province for signature
Feb 8/23 - With Sian for signature approval
Feb 7/23 - V4 sent to Province
Feb 3/23 - Province question with Sharon
Jan 31/23 - V3 sent to Province
Jan 31/23 - Followed up with Sharon
Jan 25/23 - Sent Sharon T to answer question
Jan 20/23 - Sent to Sian
Jan 20/23 - Province sent V2 back with a Q
Jan 10/23 - V1 Sent to Province
Jan 9/23 - With Sian"
RTMC Remediation Project,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-479 Amend SCO-453 RTMC PS Remed,21,V5,SIGNINGTIME,2023-02-08,2023-02-09,2,2,Feb 7/23 - V4 sent to Province,Feb 9/23 - Signed,,"The next meaningful event after the send was signing/final workflow, so no new CSBC editing turn was created.","Feb 9/23 - Signed
Feb 8/23 - With Province for signature
Feb 8/23 - With Sian for signature approval
Feb 7/23 - V4 sent to Province
Feb 3/23 - Province question with Sharon
Jan 31/23 - V3 sent to Province
Jan 31/23 - Followed up with Sharon
Jan 25/23 - Sent Sharon T to answer question
Jan 20/23 - Sent to Sian
Jan 20/23 - Province sent V2 back with a Q
Jan 10/23 - V1 Sent to Province
Jan 9/23 - With Sian"
Patch Management Phase 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-482 Patch Management Phase 2,22,V1,ADSL,2023-01-25,2023-01-27,3,3,Jan 25/23 - With Jen to draft,Jan 27/23 - Sent to Province,,"The lifecycle opened on the ADSL side until the first Province handoff was visible. The send/submission date is counted with the sender, per Sam.","Feb 16/23 - Completed
Feb 16/23 - Final sent to Province for signature
Feb 15/23 - With Sian for signature approval
Feb 13/23 - Province requested to move to Final
Feb 8/23 - V3 Sent to Province
Feb 8/23 - With Cathy/Lori
Feb 3/23 - V2 back from Province with comments
Jan 27/23 - Sent to Province
Jan 27/23 - With Sian
Jan 26/23 - With Lori/Cathy for review
Jan 26/23 - Requested pricing table from Cathy
Jan 25/23 - With Jen to draft"
Patch Management Phase 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-482 Patch Management Phase 2,22,V2,CSBC,2023-01-28,2023-02-03,7,5,Jan 27/23 - Sent to Province,Feb 3/23 - V2 back from Province with comments,,Province held the document after the prior send until the next explicit or inferred hand-back.,"Feb 16/23 - Completed
Feb 16/23 - Final sent to Province for signature
Feb 15/23 - With Sian for signature approval
Feb 13/23 - Province requested to move to Final
Feb 8/23 - V3 Sent to Province
Feb 8/23 - With Cathy/Lori
Feb 3/23 - V2 back from Province with comments
Jan 27/23 - Sent to Province
Jan 27/23 - With Sian
Jan 26/23 - With Lori/Cathy for review
Jan 26/23 - Requested pricing table from Cathy
Jan 25/23 - With Jen to draft"
Patch Management Phase 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-482 Patch Management Phase 2,22,V3,ADSL,2023-02-08,2023-02-08,1,1,Feb 8/23 - With Cathy/Lori,Feb 8/23 - V3 Sent to Province,,"The file was back from Province and ADSL/internal work resumed before the next send. The send/submission date is counted with the sender, per Sam.","Feb 16/23 - Completed
Feb 16/23 - Final sent to Province for signature
Feb 15/23 - With Sian for signature approval
Feb 13/23 - Province requested to move to Final
Feb 8/23 - V3 Sent to Province
Feb 8/23 - With Cathy/Lori
Feb 3/23 - V2 back from Province with comments
Jan 27/23 - Sent to Province
Jan 27/23 - With Sian
Jan 26/23 - With Lori/Cathy for review
Jan 26/23 - Requested pricing table from Cathy
Jan 25/23 - With Jen to draft"
Patch Management Phase 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-482 Patch Management Phase 2,22,V3,SIGNINGTIME,2023-02-09,2023-02-16,8,6,Feb 8/23 - V3 Sent to Province,Feb 16/23 - Final sent to Province for signature,,"The next meaningful event after the send was signing/final workflow, so no new CSBC editing turn was created.","Feb 16/23 - Completed
Feb 16/23 - Final sent to Province for signature
Feb 15/23 - With Sian for signature approval
Feb 13/23 - Province requested to move to Final
Feb 8/23 - V3 Sent to Province
Feb 8/23 - With Cathy/Lori
Feb 3/23 - V2 back from Province with comments
Jan 27/23 - Sent to Province
Jan 27/23 - With Sian
Jan 26/23 - With Lori/Cathy for review
Jan 26/23 - Requested pricing table from Cathy
Jan 25/23 - With Jen to draft"
IT Modernization Roadmap,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-484 IT Modernization Roadmap,23,V1,ADSL,2023-01-31,2023-02-01,2,2,Jan 31/23 - Lori Sent SOW,Feb 1/23 - V1 sent to Province,,"The lifecycle opened on the ADSL side until the first Province handoff was visible. The send/submission date is counted with the sender, per Sam.","Mar 14/23 - Completed/signed
Mar 10/23 - Final sent to Province
Mar 10/23 - Province requested to move to signature, with Sian
Mar 7/23 - V4 sent to Province 
Mar 2/23 - Q with Cathy
Feb 22/23 - With Jen to amend/review
Feb 22/23 - Sent to Cathy for review
Feb 16/23 - V3 back from Province
Feb 10/23 - V2 sent to Province
Feb 9/23 - Updates to SOW, V2 with Lori for review
Feb 1/23 - V1 sent to Province
Feb 1/23 - With Sian
Feb 1/23 - Draft sent to Cathy/Lori for review
Jan 31/23 - Lori Sent SOW"
IT Modernization Roadmap,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-484 IT Modernization Roadmap,23,V2,CSBC,2023-02-02,2023-02-08,7,5,Feb 1/23 - V1 sent to Province,"Feb 9/23 - Updates to SOW, V2 with Lori for review",ADSL/internal work resumed after a Province send without an explicit returned/back/received line; v9 inferred a CSBC interval followed by the next ADSL turn.,Province held the document after the prior send until the next explicit or inferred hand-back.,"Mar 14/23 - Completed/signed
Mar 10/23 - Final sent to Province
Mar 10/23 - Province requested to move to signature, with Sian
Mar 7/23 - V4 sent to Province 
Mar 2/23 - Q with Cathy
Feb 22/23 - With Jen to amend/review
Feb 22/23 - Sent to Cathy for review
Feb 16/23 - V3 back from Province
Feb 10/23 - V2 sent to Province
Feb 9/23 - Updates to SOW, V2 with Lori for review
Feb 1/23 - V1 sent to Province
Feb 1/23 - With Sian
Feb 1/23 - Draft sent to Cathy/Lori for review
Jan 31/23 - Lori Sent SOW"
IT Modernization Roadmap,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-484 IT Modernization Roadmap,23,V3,ADSL,2023-02-09,2023-02-10,2,2,"Feb 9/23 - Updates to SOW, V2 with Lori for review",Feb 10/23 - V2 sent to Province,ADSL/internal work resumed after a Province send without an explicit returned/back/received line; v9 inferred a CSBC interval followed by the next ADSL turn.,"ADSL/internal work resumed, so a new ADSL editing turn was inferred before the next send/signing event. The send/submission date is counted with the sender, per Sam.","Mar 14/23 - Completed/signed
Mar 10/23 - Final sent to Province
Mar 10/23 - Province requested to move to signature, with Sian
Mar 7/23 - V4 sent to Province 
Mar 2/23 - Q with Cathy
Feb 22/23 - With Jen to amend/review
Feb 22/23 - Sent to Cathy for review
Feb 16/23 - V3 back from Province
Feb 10/23 - V2 sent to Province
Feb 9/23 - Updates to SOW, V2 with Lori for review
Feb 1/23 - V1 sent to Province
Feb 1/23 - With Sian
Feb 1/23 - Draft sent to Cathy/Lori for review
Jan 31/23 - Lori Sent SOW"
IT Modernization Roadmap,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-484 IT Modernization Roadmap,23,V4,CSBC,2023-02-11,2023-02-16,6,4,Feb 10/23 - V2 sent to Province,Feb 16/23 - V3 back from Province,Explicit returned version 3 did not match the normalized ownership turn V4; v9 kept normalized turn labels and Lori should confirm the exact version breadcrumb.,Province held the document after the prior send until the next explicit or inferred hand-back.,"Mar 14/23 - Completed/signed
Mar 10/23 - Final sent to Province
Mar 10/23 - Province requested to move to signature, with Sian
Mar 7/23 - V4 sent to Province 
Mar 2/23 - Q with Cathy
Feb 22/23 - With Jen to amend/review
Feb 22/23 - Sent to Cathy for review
Feb 16/23 - V3 back from Province
Feb 10/23 - V2 sent to Province
Feb 9/23 - Updates to SOW, V2 with Lori for review
Feb 1/23 - V1 sent to Province
Feb 1/23 - With Sian
Feb 1/23 - Draft sent to Cathy/Lori for review
Jan 31/23 - Lori Sent SOW"
IT Modernization Roadmap,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-484 IT Modernization Roadmap,23,V5,ADSL,2023-02-22,2023-03-07,14,10,Feb 22/23 - With Jen to amend/review,Mar 7/23 - V4 sent to Province,,"The file was back from Province and ADSL/internal work resumed before the next send. The send/submission date is counted with the sender, per Sam.","Mar 14/23 - Completed/signed
Mar 10/23 - Final sent to Province
Mar 10/23 - Province requested to move to signature, with Sian
Mar 7/23 - V4 sent to Province 
Mar 2/23 - Q with Cathy
Feb 22/23 - With Jen to amend/review
Feb 22/23 - Sent to Cathy for review
Feb 16/23 - V3 back from Province
Feb 10/23 - V2 sent to Province
Feb 9/23 - Updates to SOW, V2 with Lori for review
Feb 1/23 - V1 sent to Province
Feb 1/23 - With Sian
Feb 1/23 - Draft sent to Cathy/Lori for review
Jan 31/23 - Lori Sent SOW"
IT Modernization Roadmap,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-484 IT Modernization Roadmap,23,V6,CSBC,2023-03-08,2023-03-09,2,2,Mar 7/23 - V4 sent to Province,"Mar 10/23 - Province requested to move to signature, with Sian",ADSL/internal work resumed after a Province send without an explicit returned/back/received line; v9 inferred a CSBC interval followed by the next ADSL turn.,Province held the document after the prior send until the next explicit or inferred hand-back.,"Mar 14/23 - Completed/signed
Mar 10/23 - Final sent to Province
Mar 10/23 - Province requested to move to signature, with Sian
Mar 7/23 - V4 sent to Province 
Mar 2/23 - Q with Cathy
Feb 22/23 - With Jen to amend/review
Feb 22/23 - Sent to Cathy for review
Feb 16/23 - V3 back from Province
Feb 10/23 - V2 sent to Province
Feb 9/23 - Updates to SOW, V2 with Lori for review
Feb 1/23 - V1 sent to Province
Feb 1/23 - With Sian
Feb 1/23 - Draft sent to Cathy/Lori for review
Jan 31/23 - Lori Sent SOW"
IT Modernization Roadmap,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-484 IT Modernization Roadmap,23,V7,ADSL,2023-03-10,2023-03-10,1,1,"Mar 10/23 - Province requested to move to signature, with Sian",Mar 10/23 - Final sent to Province,ADSL/internal work resumed after a Province send without an explicit returned/back/received line; v9 inferred a CSBC interval followed by the next ADSL turn. | Signing/final workflow began on the same day as the inferred ADSL interval start; Lori should confirm whether the edit time should be collapsed or absorbed into SIGNINGTIME.,"ADSL/internal work resumed, so a new ADSL editing turn was inferred before the next send/signing event.","Mar 14/23 - Completed/signed
Mar 10/23 - Final sent to Province
Mar 10/23 - Province requested to move to signature, with Sian
Mar 7/23 - V4 sent to Province 
Mar 2/23 - Q with Cathy
Feb 22/23 - With Jen to amend/review
Feb 22/23 - Sent to Cathy for review
Feb 16/23 - V3 back from Province
Feb 10/23 - V2 sent to Province
Feb 9/23 - Updates to SOW, V2 with Lori for review
Feb 1/23 - V1 sent to Province
Feb 1/23 - With Sian
Feb 1/23 - Draft sent to Cathy/Lori for review
Jan 31/23 - Lori Sent SOW"
IT Modernization Roadmap,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-484 IT Modernization Roadmap,23,V7,SIGNINGTIME,2023-03-10,2023-03-14,5,3,Mar 10/23 - Final sent to Province,Mar 14/23 - Completed/signed,,"Once signing/final workflow began, later final lines were kept within one SIGNINGTIME sequence.","Mar 14/23 - Completed/signed
Mar 10/23 - Final sent to Province
Mar 10/23 - Province requested to move to signature, with Sian
Mar 7/23 - V4 sent to Province 
Mar 2/23 - Q with Cathy
Feb 22/23 - With Jen to amend/review
Feb 22/23 - Sent to Cathy for review
Feb 16/23 - V3 back from Province
Feb 10/23 - V2 sent to Province
Feb 9/23 - Updates to SOW, V2 with Lori for review
Feb 1/23 - V1 sent to Province
Feb 1/23 - With Sian
Feb 1/23 - Draft sent to Cathy/Lori for review
Jan 31/23 - Lori Sent SOW"
